from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years
delhi_sultanate,Delhi Sultanate,bengal_sultanate,Bengal Sultanate,contraction,4,ganges_plain,1,1,0,0,0,0,-174
mughal_empire,Mughal Empire,sur_empire,Sur Empire,contraction,4,ganges_plain|punjab,2,0,0,1,0,0,-317
holy_roman_empire,Holy Roman Empire,german_empire,German Empire (Deutsches Reich),contraction,4,germany,1,1,0,0,0,0,65
holy_roman_empire,Holy Roman Empire,weimar_republic,Weimar Republic,contraction,4,germany,1,1,0,0,0,0,112
holy_roman_empire,Holy Roman Empire,nazi_germany,Nazi Germany (Third Reich),contraction,4,germany,1,1,0,0,0,0,127
holy_roman_empire,Holy Roman Empire,federal_republic_germany,Federal Republic of Germany,contraction,4,germany,1,1,0,0,0,0,143
holy_roman_empire,Holy Roman Empire,east_germany,German Democratic Republic (East Germany),contraction,4,germany,1,1,0,0,0,0,143
roman_empire,Roman Empire,visigothic_kingdom,Visigothic Kingdom,contraction,4,iberia,1,0,0,1,0,0,23
western_roman_empire,Western Roman Empire,visigothic_kingdom,Visigothic Kingdom,contraction,4,iberia,1,0,0,1,1,0,-58
maurya_empire,Maurya Empire,indo_greek_kingdom,Indo-Greek Kingdom,contraction,4,indus_valley|punjab,2,0,0,0,0,0,5
british_raj,British Raj,pakistan,Pakistan,contraction,4,indus_valley|punjab,2,0,0,0,0,0,0
achaemenid_empire,Achaemenid Empire,parthian_empire,Parthian Empire (Arsacid),contraction,4,iran_plateau|khorasan|mesopotamia,3,0,0,0,1,0,83
seljuk_empire,Seljuk Empire,jalayirid_sultanate,Jalayirid Sultanate,contraction,4,iran_plateau|mesopotamia,2,0,0,1,0,0,141
mongol_empire,Mongol Empire,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),contraction,4,iran_plateau|mesopotamia,2,0,0,0,0,0,6
mongol_empire,Mongol Empire,aq_qoyunlu,Aq Qoyunlu (White Sheep Turkmen),contraction,4,iran_plateau|mesopotamia,2,0,0,0,0,0,10
timurid_empire,Timurid Empire,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),contraction,4,iran_plateau,1,1,0,0,0,0,-133
western_roman_empire,Western Roman Empire,lombard_kingdom,Kingdom of the Lombards,contraction,4,italy,1,0,0,1,1,0,92
parthian_empire,Parthian Empire (Arsacid),kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,contraction,4,khorasan,1,0,0,0,1,0,6
seljuk_empire,Seljuk Empire,ghorid_dynasty,Ghorid Sultanate,contraction,4,khorasan,1,0,0,1,0,0,-46
neo_assyrian_empire,Neo-Assyrian Empire,neo_babylonian,Neo-Babylonian (Chaldean) Empire,contraction,4,levant|mesopotamia,2,0,0,0,1,0,-17
abbasid_caliphate,Abbasid Caliphate,zangid_atabegate,Zangid Atabegate,contraction,4,levant|mesopotamia,2,0,0,1,0,0,-131
fatimid_caliphate,Fatimid Caliphate,zangid_atabegate,Zangid Atabegate,contraction,4,levant,1,0,0,1,0,0,-44
qing_dynasty,Qing Dynasty (Manchu),peoples_republic_of_china,People's Republic of China,contraction,4,manchuria|yangtze|yellow_river,3,0,0,0,0,0,37
seljuk_empire,Seljuk Empire,zangid_atabegate,Zangid Atabegate,contraction,4,mesopotamia,1,1,0,0,0,0,-67
roman_empire,Roman Empire,vandal_kingdom,Vandal Kingdom of North Africa,contraction,4,north_africa,1,0,0,1,0,0,34
umayyad_caliphate,Umayyad Caliphate,rustamid_dynasty,Rustamid Dynasty,contraction,4,north_africa,1,0,0,1,0,0,26
fatimid_caliphate,Fatimid Caliphate,almohad_caliphate,Almohad Caliphate,contraction,4,north_africa,1,0,0,1,0,0,-50
gupta_empire,Gupta Empire,chalukya_dynasty,Chalukya Dynasty (Badami),displacement,4,,0,0,0,1,0,0,-7
ikhshidid_dynasty,Ikhshidid Dynasty,zirid_dynasty,Zirid Dynasty,displacement,4,,0,0,0,1,0,0,3
zangid_atabegate,Zangid Atabegate,marinid_dynasty,Marinid Dynasty,displacement,4,,0,0,0,1,0,0,-6
darfur_sultanate,Darfur Sultanate,kingdom_of_iraq,Kingdom of Iraq,displacement,4,,0,0,0,1,0,0,5
alawite_dynasty,Alawite Dynasty (Morocco),kingdom_of_egypt,Kingdom of Egypt,displacement,4,,0,0,0,1,0,0,0
alawite_dynasty,Alawite Dynasty (Morocco),mahdist_state,Mahdist State,displacement,4,,0,0,0,1,0,0,0
alawite_dynasty,Alawite Dynasty (Morocco),kingdom_of_iraq,Kingdom of Iraq,displacement,4,,0,0,0,1,0,0,0
alawite_dynasty,Alawite Dynasty (Morocco),saudi_arabia,Kingdom of Saudi Arabia,displacement,4,,0,0,0,1,0,0,0
alawite_dynasty,Alawite Dynasty (Morocco),kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,4,,0,0,0,1,0,0,0
alawite_dynasty,Alawite Dynasty (Morocco),republic_of_egypt,Republic of Egypt,displacement,4,,0,0,0,1,0,0,0
alawite_dynasty,Alawite Dynasty (Morocco),republic_of_iraq,Republic of Iraq,displacement,4,,0,0,0,1,0,0,0
kingdom_of_egypt,Kingdom of Egypt,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,4,,0,0,0,1,0,0,-6
kingdom_of_egypt,Kingdom of Egypt,republic_of_iraq,Republic of Iraq,displacement,4,,0,0,0,1,0,0,6
kingdom_of_iraq,Kingdom of Iraq,republic_of_egypt,Republic of Egypt,displacement,4,,0,0,0,1,0,0,-6
saudi_arabia,Kingdom of Saudi Arabia,kingdom_of_jordan,Hashemite Kingdom of Jordan,displacement,4,,0,0,0,1,0,0,0
saudi_arabia,Kingdom of Saudi Arabia,republic_of_egypt,Republic of Egypt,displacement,4,,0,0,0,1,0,0,0
saudi_arabia,Kingdom of Saudi Arabia,republic_of_iraq,Republic of Iraq,displacement,4,,0,0,0,1,0,0,0
kingdom_of_jordan,Hashemite Kingdom of Jordan,republic_of_egypt,Republic of Egypt,displacement,4,,0,0,0,1,0,0,0
kingdom_of_jordan,Hashemite Kingdom of Jordan,republic_of_iraq,Republic of Iraq,displacement,4,,0,0,0,1,0,0,0
