from_polity_id,from_name,to_polity_id,to_name,territorial_direction,strength,shared_territories,shared_territory_count,same_ethnicity,related_ethnicity,same_language,same_religion,same_civilization,temporal_gap_years,provenance
sulayhid_dynasty,Sulayhid Dynasty,zangid_atabegate,Zangid Atabegate,unknown,3,,0,0,0,1,0,0,-11,stub
sulayhid_dynasty,Sulayhid Dynasty,ayyubid_sultanate,Ayyubid Sultanate,unknown,3,,0,0,0,1,0,0,33,stub
banu_ghaniya,Banu Ghaniya,mamluk_sultanate,Mamluk Sultanate,unknown,3,,0,0,0,1,0,0,13,stub
banu_ghaniya,Banu Ghaniya,ifat_sultanate,Ifat Sultanate,unknown,3,,0,0,0,1,0,0,48,stub
funj_sultanate,Funj Sultanate,muhammad_ali_dynasty,Muhammad Ali dynasty,unknown,3,,0,0,0,1,0,0,-16,stub
darfur_sultanate,Darfur Sultanate,united_arab_republic,United Arab Republic,unknown,3,,0,0,0,1,0,0,42,stub
kingdom_of_egypt,Kingdom of Egypt,republic_of_yemen,Republic of Yemen,unknown,3,,0,0,0,1,0,0,38,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,kingdom_of_iraq,Kingdom of Iraq,unknown,3,,0,0,0,1,0,0,-32,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,saudi_arabia,Kingdom of Saudi Arabia,unknown,3,,0,0,0,1,0,0,-21,stub
muhammad_ali_dynasty,Muhammad Ali dynasty,republic_of_yemen,Republic of Yemen,unknown,3,,0,0,0,1,0,0,37,stub
kingdom_of_iraq,Kingdom of Iraq,republic_of_yemen,Republic of Yemen,unknown,3,,0,0,0,1,0,0,32,stub
united_arab_republic,United Arab Republic,republic_of_yemen,Republic of Yemen,unknown,3,,0,0,0,1,0,0,29,stub
great_moravia,Great Moravia,kievan_rus,Kievan Rus,unknown,3,,0,0,0,1,0,0,-25,stub
czechoslovakia,Czechoslovakia,federalization,Federalization,unknown,3,,0,0,0,1,0,0,-24,stub
kingdom_of_france,Kingdom of France,french_first_empire,French First Empire,unknown,3,,0,0,0,1,0,0,12,stub
kingdom_of_france,Kingdom of France,haiti,Republic of Haiti,unknown,3,,0,0,0,1,0,0,12,stub
new_france,New France,french_first_empire,French First Empire,unknown,3,,0,0,0,1,0,0,41,stub
new_france,New France,haiti,Republic of Haiti,unknown,3,,0,0,0,1,0,0,41,stub
austria_hungary,Austria-Hungary / Italian occupation zones,german_empire,German Empire (Deutsches Reich),unknown,3,,0,0,0,1,0,0,-47,stub
austria_hungary,Austria-Hungary / Italian occupation zones,nazi_germany,Nazi Germany (Third Reich),unknown,3,,0,0,0,1,0,0,15,stub
austria_hungary,Austria-Hungary / Italian occupation zones,east_germany,German Democratic Republic (East Germany),unknown,3,,0,0,0,1,0,0,31,stub
austria_hungary,Austria-Hungary / Italian occupation zones,federal_republic_germany,Federal Republic of Germany,unknown,3,,0,0,0,1,0,0,31,stub
tsardom_russia,Tsardom of Russia,russian_alaska,Russian America,unknown,3,,0,0,0,1,0,0,12,stub
spanish_caribbean,Spanish Caribbean (Cuba/Hispaniola/Puerto Rico),second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,-34,stub
spanish_florida,Spanish Florida,viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,unknown,3,,0,0,0,1,0,0,-45,stub
spanish_florida,Spanish Florida,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,23,stub
spanish_florida,Spanish Florida,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,43,stub
new_spain,Viceroyalty of New Spain,viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,unknown,3,,0,0,0,1,0,0,-45,stub
new_spain,Viceroyalty of New Spain,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,23,stub
new_spain,Viceroyalty of New Spain,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,43,stub
viceroyalty_of_peru,Viceroyalty of Peru,viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,unknown,3,,0,0,0,1,0,0,-48,stub
viceroyalty_of_peru,Viceroyalty of Peru,paraguay,Republic of Paraguay,unknown,3,,0,0,0,1,0,0,-13,stub
viceroyalty_of_peru,Viceroyalty of Peru,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,20,stub
viceroyalty_of_peru,Viceroyalty of Peru,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,40,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,unknown,3,,0,0,0,1,0,0,-43,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,ecuador,Republic of Ecuador,unknown,3,,0,0,0,1,0,0,11,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,venezuela,Republic of Venezuela,unknown,3,,0,0,0,1,0,0,11,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,colombia,Republic of Colombia,unknown,3,,0,0,0,1,0,0,12,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,25,stub
viceroyalty_of_new_granada,Viceroyalty of New Granada,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,45,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,uruguay,Oriental Republic of Uruguay,unknown,3,,0,0,0,1,0,0,12,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,ecuador,Republic of Ecuador,unknown,3,,0,0,0,1,0,0,14,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,venezuela,Republic of Venezuela,unknown,3,,0,0,0,1,0,0,14,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,colombia,Republic of Colombia,unknown,3,,0,0,0,1,0,0,15,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,28,stub
viceroyalty_of_rio_de_la_plata,Viceroyalty of Río de la Plata,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,48,stub
gran_colombia,Gran Colombia,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,13,stub
gran_colombia,Gran Colombia,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,33,stub
first_mexican_empire,First Mexican Empire,dominican_republic,Dominican Republic,unknown,3,,0,0,0,1,0,0,21,stub
first_mexican_empire,First Mexican Empire,second_mexican_empire,Second Mexican Empire,unknown,3,,0,0,0,1,0,0,41,stub
second_mexican_empire,Second Mexican Empire,cuba,Republic of Cuba,unknown,3,,0,0,0,1,0,0,35,stub
jamestown_colony,Jamestown Colony,thirteen_colonies,Thirteen Colonies,unknown,3,,0,0,0,1,0,0,-17,stub
jamestown_colony,Jamestown Colony,rupert_land,Rupert's Land (Hudson's Bay Company),unknown,3,,0,0,0,1,0,0,46,stub
thirteen_colonies,Thirteen Colonies,united_kingdom,United Kingdom of Great Britain and Ireland,unknown,3,,0,0,0,1,0,0,25,stub
plymouth_colony,Plymouth Colony,rupert_land,Rupert's Land (Hudson's Bay Company),unknown,3,,0,0,0,1,0,0,-21,stub
plymouth_colony,Plymouth Colony,kingdom_of_great_britain,Kingdom of Great Britain,unknown,3,,0,0,0,1,0,0,16,stub
british_caribbean,British Caribbean,british_military_administration,British Military Administration,unknown,3,,0,0,0,1,0,0,-19,stub
british_caribbean,British Caribbean,canada,Canada,unknown,3,,0,0,0,1,0,0,20,stub
rupert_land,Rupert's Land (Hudson's Bay Company),texas_republic,Republic of Texas,unknown,3,,0,0,0,1,0,0,-34,stub
rupert_land,Rupert's Land (Hudson's Bay Company),california_republic,California Republic,unknown,3,,0,0,0,1,0,0,-24,stub
rupert_land,Rupert's Land (Hudson's Bay Company),british_raj,British Raj,unknown,3,,0,0,0,1,0,0,-12,stub
rupert_land,Rupert's Land (Hudson's Bay Company),hawaii_republic,Republic of Hawaiʻi,unknown,3,,0,0,0,1,0,0,24,stub
kingdom_of_great_britain,Kingdom of Great Britain,united_states,United States of America,unknown,3,,0,0,0,1,0,0,-25,stub
kingdom_of_great_britain,Kingdom of Great Britain,texas_republic,Republic of Texas,unknown,3,,0,0,0,1,0,0,35,stub
kingdom_of_great_britain,Kingdom of Great Britain,california_republic,California Republic,unknown,3,,0,0,0,1,0,0,45,stub
texas_republic,Republic of Texas,british_raj,British Raj,unknown,3,,0,0,0,1,0,0,12,stub
texas_republic,Republic of Texas,confederate_states,Confederate States of America,unknown,3,,0,0,0,1,0,0,15,stub
texas_republic,Republic of Texas,dominion_of_canada,Dominion of Canada,unknown,3,,0,0,0,1,0,0,21,stub
texas_republic,Republic of Texas,hawaii_republic,Republic of Hawaiʻi,unknown,3,,0,0,0,1,0,0,48,stub
california_republic,California Republic,british_raj,British Raj,unknown,3,,0,0,0,1,0,0,12,stub
california_republic,California Republic,confederate_states,Confederate States of America,unknown,3,,0,0,0,1,0,0,15,stub
california_republic,California Republic,dominion_of_canada,Dominion of Canada,unknown,3,,0,0,0,1,0,0,21,stub
california_republic,California Republic,hawaii_republic,Republic of Hawaiʻi,unknown,3,,0,0,0,1,0,0,48,stub
british_raj,British Raj,canada,Canada,unknown,3,,0,0,0,1,0,0,35,stub
confederate_states,Confederate States of America,hawaii_republic,Republic of Hawaiʻi,unknown,3,,0,0,0,1,0,0,29,stub
dominion_of_canada,Dominion of Canada,british_military_administration,British Military Administration,unknown,3,,0,0,0,1,0,0,-39,stub
hawaii_republic,Republic of Hawaiʻi,british_military_administration,British Military Administration,unknown,3,,0,0,0,1,0,0,45,stub
british_military_administration,British Military Administration,canada,Canada,unknown,3,,0,0,0,1,0,0,31,stub
byzantine_empire,Byzantine Empire,latin_empire,Latin Empire,contraction,2,anatolia|balkans,2,0,0,0,0,0,-249,wp:Latin_Empire
abbasid_caliphate,Abbasid Caliphate,ajuran_sultanate,Ajuran Sultanate,contraction,2,arabia,1,0,0,0,0,0,42,stub
byzantine_empire,Byzantine Empire,first_bulgarian_empire,First Bulgarian Empire,contraction,2,balkans,1,0,0,0,1,0,-772,stub
byzantine_empire,Byzantine Empire,second_bulgarian_empire,Second Bulgarian Empire,contraction,2,balkans,1,0,0,0,1,0,-268,stub
byzantine_empire,Byzantine Empire,serbian_empire,Serbian Empire (Nemanjić Dynasty),contraction,2,balkans,1,0,0,0,1,0,-263,stub
byzantine_empire,Byzantine Empire,principality_of_wallachia,Principality of Wallachia,contraction,2,balkans,1,0,0,0,1,0,-163,stub
byzantine_empire,Byzantine Empire,principality_of_moldavia,Principality of Moldavia,contraction,2,balkans,1,0,0,0,1,0,-107,stub
byzantine_empire,Byzantine Empire,serbian_despotate,Serbian Despotate,contraction,2,balkans,1,0,0,0,1,0,-51,stub
latin_empire,Latin Empire,principality_of_wallachia,Principality of Wallachia,contraction,2,balkans,1,0,0,0,0,0,29,stub
latin_empire,Latin Empire,bosnian_kingdom,Bosnian Kingdom,contraction,2,balkans,1,0,0,0,1,0,116,stub
ottoman_empire,Ottoman Empire,kingdom_of_romania,Kingdom of Romania,contraction,2,balkans,1,0,0,0,0,0,-41,stub
holy_roman_empire,Holy Roman Empire,czechoslovakia,Czechoslovakia,contraction,2,bohemia,1,0,0,0,1,0,112,stub
achaemenid_empire,Achaemenid Empire,kingdom_of_armenia,Kingdom of Armenia,contraction,2,caucasus,1,0,0,0,1,0,140,stub
golden_horde,Golden Horde,kazakh_khanate,Kazakh Khanate,contraction,2,central_asian_steppe,1,0,0,0,0,0,-37,stub
golden_horde,Golden Horde,yarkand_khanate,Yarkand Khanate,contraction,2,central_asian_steppe,1,0,0,0,0,0,12,stub
maurya_empire,Maurya Empire,pandya_dynasty,Pandya Dynasty,contraction,2,deccan,1,0,0,0,1,0,-115,stub
maurya_empire,Maurya Empire,chola_empire,Chola Empire,contraction,2,deccan,1,0,0,0,1,0,-115,stub
maurya_empire,Maurya Empire,chera_dynasty,Chera Dynasty,contraction,2,deccan,1,0,0,0,1,0,-115,stub
roman_empire,Roman Empire,palmyrene_empire,Palmyrene Empire,contraction,2,egypt|levant,2,0,0,0,0,0,-135,stub
kushan_empire,Kushan Empire,gupta_empire,Gupta Empire,contraction,2,ganges_plain|indus_valley,2,0,0,0,0,0,-55,stub
kushan_empire,Kushan Empire,kamarupa_kingdom,Kamarupa Kingdom,contraction,2,ganges_plain,1,0,0,0,0,0,-25,stub
ghorid_dynasty,Ghorid Sultanate,bengal_sultanate,Bengal Sultanate,contraction,2,ganges_plain,1,0,0,0,1,0,137,stub
kushan_empire,Kushan Empire,kushano_sasanian_kingdom,Kushano-Sasanian Kingdom,contraction,2,indus_valley|khorasan,2,0,0,0,0,0,-145,stub
mughal_empire,Mughal Empire,durrani_empire,Durrani Empire,contraction,2,indus_valley|punjab,2,0,0,0,0,0,-110,stub
mughal_empire,Mughal Empire,pakistan,Pakistan,contraction,2,indus_valley|punjab,2,0,0,0,0,0,90,stub
seleucid_empire,Seleucid Empire,parthian_empire,Parthian Empire (Arsacid),contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-184,stub
abbasid_caliphate,Abbasid Caliphate,saffarid_dynasty,Saffarid Dynasty,contraction,2,iran_plateau|khorasan,2,0,0,0,0,0,-397,stub
abbasid_caliphate,Abbasid Caliphate,buyid_dynasty,Buyid Dynasty,contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,-324,stub
abbasid_caliphate,Abbasid Caliphate,jalayirid_sultanate,Jalayirid Sultanate,contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,77,stub
abbasid_caliphate,Abbasid Caliphate,timurid_empire,Timurid Empire,contraction,2,iran_plateau,1,0,0,0,1,0,112,stub
abbasid_caliphate,Abbasid Caliphate,kara_koyunlu,Kara Koyunlu (Black Sheep Turkmen),contraction,2,iran_plateau|mesopotamia,2,0,0,0,0,0,116,stub
hotak_dynasty,Hotak Dynasty,zand_dynasty,Zand Dynasty,contraction,2,iran_plateau,1,0,0,0,0,0,13,stub
holy_roman_empire,Holy Roman Empire,kingdom_of_italy,Kingdom of Italy,contraction,2,italy,1,0,0,0,1,0,55,stub
achaemenid_empire,Achaemenid Empire,greco_bactrian_kingdom,Greco-Bactrian Kingdom,contraction,2,khorasan|transoxiana,2,0,0,0,0,0,74,stub
abbasid_caliphate,Abbasid Caliphate,samanid_empire,Samanid Empire,contraction,2,khorasan|transoxiana,2,0,0,0,0,0,-439,stub
safavid_empire,Safavid Empire,durrani_empire,Durrani Empire,contraction,2,khorasan,1,0,0,0,0,0,11,stub
durrani_empire,Durrani Empire,qajar_dynasty,Qajar Dynasty,contraction,2,khorasan,1,0,0,0,0,0,-30,stub
grand_duchy_of_lithuania,Grand Duchy of Lithuania,tsardom_russia,Tsardom of Russia,contraction,2,kievan_rus,1,0,0,0,0,0,-22,stub
golden_horde,Golden Horde,tsardom_russia,Tsardom of Russia,contraction,2,kievan_rus,1,0,0,0,0,0,45,stub
new_kingdom_egypt,New Kingdom Egypt,kingdom_of_israel,United Kingdom of Israel,contraction,2,levant,1,0,0,0,0,0,23,stub
ottoman_empire,Ottoman Empire,kingdom_of_jordan,Hashemite Kingdom of Jordan,contraction,2,levant,1,0,0,0,0,0,24,stub
ottoman_empire,Ottoman Empire,state_of_israel,State of Israel,contraction,2,levant,1,0,0,0,0,0,26,stub
qing_dynasty,Qing Dynasty (Manchu),empire_of_japan,Empire of Japan (Meiji),contraction,2,manchuria,1,0,0,0,0,0,-44,stub
qing_dynasty,Qing Dynasty (Manchu),manchukuo,Manchukuo,contraction,2,manchuria,1,0,0,0,0,0,20,stub
empire_of_japan,Empire of Japan (Meiji),manchukuo,Manchukuo,contraction,2,manchuria,1,0,0,0,0,0,-15,stub
ottoman_empire,Ottoman Empire,republic_of_iraq,Republic of Iraq,contraction,2,mesopotamia,1,0,0,0,0,0,36,stub
qing_dynasty,Qing Dynasty (Manchu),mongolian_peoples_republic,Mongolian People's Republic,contraction,2,mongolian_plateau,1,0,0,0,0,0,12,stub
durrani_empire,Durrani Empire,sikh_empire,Sikh Empire,contraction,2,punjab,1,0,0,0,0,0,-27,stub
hephthalite_empire,Hephthalite Empire,goktürk_khaganate,Göktürk Khaganate,contraction,2,transoxiana,1,0,0,0,0,0,-13,stub
umayyad_caliphate,Umayyad Caliphate,kara_khanid_khanate,Kara-Khanid Khanate,contraction,2,transoxiana,1,0,0,0,1,0,90,stub
qara_khitai,Qara Khitai (Western Liao),khwarazmian_empire,Khwarazmian Empire,contraction,2,transoxiana,1,0,0,0,0,0,-18,stub
akkadian_empire,Akkadian Empire,old_babylonian,Old Babylonian Empire,contraction,2,,0,0,0,1,0,0,260,stub
roman_empire,Roman Empire,lombard_kingdom,Kingdom of the Lombards,contraction,2,,0,0,0,1,0,0,173,stub
hunnic_empire,Hunnic Empire,khazar_khaganate,Khazar Khaganate,contraction,2,,0,0,0,1,0,0,197,stub
rashidun_caliphate,Rashidun Caliphate,tulunid_dynasty,Tulunid Dynasty,contraction,2,,0,0,0,1,0,0,207,stub
rashidun_caliphate,Rashidun Caliphate,ikhshidid_dynasty,Ikhshidid Dynasty,contraction,2,,0,0,0,1,0,0,274,stub
umayyad_caliphate,Umayyad Caliphate,zirid_dynasty,Zirid Dynasty,contraction,2,,0,0,0,1,0,0,222,stub
umayyad_caliphate,Umayyad Caliphate,almoravid_dynasty,Almoravid Dynasty,contraction,2,,0,0,0,1,0,0,290,stub
abbasid_caliphate,Abbasid Caliphate,almohad_caliphate,Almohad Caliphate,contraction,2,,0,0,0,1,0,0,-137,stub
abbasid_caliphate,Abbasid Caliphate,adal_sultanate,Adal Sultanate,contraction,2,,0,0,0,1,0,0,157,stub
abbasid_caliphate,Abbasid Caliphate,saadian_dynasty,Saadian Dynasty,contraction,2,,0,0,0,1,0,0,291,stub
mamluk_sultanate,Mamluk Sultanate,kingdom_of_egypt,Kingdom of Egypt,contraction,2,,0,0,0,1,0,0,288,stub
samanid_empire,Samanid Empire,khwarazmian_empire,Khwarazmian Empire,contraction,2,,0,0,0,1,0,0,201,stub
timurid_empire,Timurid Empire,zand_dynasty,Zand Dynasty,contraction,2,,0,0,0,1,0,0,244,stub
abbasid_caliphate,Abbasid Caliphate,chagatai_khanate,Chagatai Khanate,contraction,2,,0,0,0,0,1,0,-32,stub
cao_wei,Cao Wei,eastern_jin,Eastern Jin Dynasty,displacement,2,,0,0,0,1,0,0,52,stub
cao_wei,Cao Wei,southern_dynasties,Southern Dynasties,displacement,2,,0,0,0,1,0,0,155,stub
shu_han,Shu Han,eastern_jin,Eastern Jin Dynasty,displacement,2,,0,0,0,1,0,0,54,stub
shu_han,Shu Han,southern_dynasties,Southern Dynasties,displacement,2,,0,0,0,1,0,0,157,stub
eastern_wu,Eastern Wu,northern_dynasties,Northern Dynasties,displacement,2,,0,0,0,1,0,0,106,stub
northern_dynasties,Northern Dynasties,southern_dynasties,Southern Dynasties,displacement,2,,0,0,0,1,0,0,-161,stub
phoenician_states,"Phoenician City-States (Tyre, Sidon, Byblos)",carthage,Carthage (Phoenician City-State),displacement,2,,0,0,0,1,0,0,-482,stub
nabataean_kingdom,Nabataean Kingdom,palmyrene_empire,Palmyrene Empire,displacement,2,,0,0,0,1,0,0,154,stub
macedonian_empire,Macedonian Empire (Alexander),indo_greek_kingdom,Indo-Greek Kingdom,displacement,2,,0,0,0,1,0,0,143,stub
greco_bactrian_kingdom,Greco-Bactrian Kingdom,indo_greek_kingdom,Indo-Greek Kingdom,displacement,2,,0,0,0,1,0,0,-55,stub
visigothic_kingdom,Visigothic Kingdom,vandal_kingdom,Vandal Kingdom of North Africa,displacement,2,,0,0,0,1,0,0,-282,stub
visigothic_kingdom,Visigothic Kingdom,odoacer_kingdom,Kingdom of Odoacer,displacement,2,,0,0,0,1,0,0,-235,stub
visigothic_kingdom,Visigothic Kingdom,carolingian_empire,Frankish Kingdom / Carolingian Empire,displacement,2,,0,0,0,1,0,0,-225,stub
visigothic_kingdom,Visigothic Kingdom,ostrogothic_kingdom,Ostrogothic Kingdom of Italy,displacement,2,,0,0,0,1,0,0,-218,stub
visigothic_kingdom,Visigothic Kingdom,lombard_kingdom,Kingdom of the Lombards,displacement,2,,0,0,0,1,0,0,-143,stub
visigothic_kingdom,Visigothic Kingdom,holy_roman_empire,Holy Roman Empire,displacement,2,,0,0,0,1,0,0,251,stub
visigothic_kingdom,Visigothic Kingdom,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,255,stub
visigothic_kingdom,Visigothic Kingdom,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,289,stub
vandal_kingdom,Vandal Kingdom of North Africa,odoacer_kingdom,Kingdom of Odoacer,displacement,2,,0,0,0,1,0,0,-57,stub
carolingian_empire,Frankish Kingdom / Carolingian Empire,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,123,stub
carolingian_empire,Frankish Kingdom / Carolingian Empire,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,157,stub
lombard_kingdom,Kingdom of the Lombards,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,192,stub
lombard_kingdom,Kingdom of the Lombards,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,226,stub
holy_roman_empire,Holy Roman Empire,kingdom_of_poland,Kingdom of Poland,displacement,2,,0,0,0,1,0,0,-840,stub
holy_roman_empire,Holy Roman Empire,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,-806,stub
kingdom_of_poland,Kingdom of Poland,kingdom_of_hungary,Kingdom of Hungary,displacement,2,,0,0,0,1,0,0,-569,stub
nanda_empire,Nanda Empire,indo_scythian_kingdom,Indo-Scythian Kingdom,displacement,2,,0,0,0,1,0,0,122,stub
vakataka_dynasty,Vakataka Dynasty,gupta_empire,Gupta Empire,displacement,2,,0,0,0,1,0,0,-180,stub
vakataka_dynasty,Vakataka Dynasty,kamarupa_kingdom,Kamarupa Kingdom,displacement,2,,0,0,0,1,0,0,-150,stub
vakataka_dynasty,Vakataka Dynasty,harsha_empire,Harsha Empire,displacement,2,,0,0,0,1,0,0,106,stub
vakataka_dynasty,Vakataka Dynasty,pratihara_dynasty,Pratihara Dynasty,displacement,2,,0,0,0,1,0,0,230,stub
gupta_empire,Gupta Empire,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,203,stub
gupta_empire,Gupta Empire,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,300,stub
kamarupa_kingdom,Kamarupa Kingdom,chalukya_dynasty,Chalukya Dynasty (Badami),displacement,2,,0,0,0,1,0,0,-597,stub
kamarupa_kingdom,Kamarupa Kingdom,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,-387,stub
kamarupa_kingdom,Kamarupa Kingdom,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,-290,stub
kamarupa_kingdom,Kamarupa Kingdom,western_chalukya,Western Chalukya Empire,displacement,2,,0,0,0,1,0,0,-167,stub
kamarupa_kingdom,Kamarupa Kingdom,hoysala_dynasty,Hoysala Empire,displacement,2,,0,0,0,1,0,0,-134,stub
chalukya_dynasty,Chalukya Dynasty (Badami),harsha_empire,Harsha Empire,displacement,2,,0,0,0,1,0,0,-151,stub
harsha_empire,Harsha Empire,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,106,stub
harsha_empire,Harsha Empire,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,203,stub
pratihara_dynasty,Pratihara Dynasty,rashtrakuta_dynasty,Rashtrakuta Dynasty,displacement,2,,0,0,0,1,0,0,-283,stub
pratihara_dynasty,Pratihara Dynasty,yadava_dynasty,Yadava Dynasty (Devagiri),displacement,2,,0,0,0,1,0,0,-186,stub
pratihara_dynasty,Pratihara Dynasty,western_chalukya,Western Chalukya Empire,displacement,2,,0,0,0,1,0,0,-63,stub
rashtrakuta_dynasty,Rashtrakuta Dynasty,sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,88,stub
rashtrakuta_dynasty,Rashtrakuta Dynasty,gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,96,stub
yadava_dynasty,Yadava Dynasty (Devagiri),sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,-247,stub
yadava_dynasty,Yadava Dynasty (Devagiri),gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,-239,stub
western_chalukya,Western Chalukya Empire,sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,-119,stub
western_chalukya,Western Chalukya Empire,gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,-111,stub
hoysala_dynasty,Hoysala Empire,sena_dynasty,Sena Dynasty,displacement,2,,0,0,0,1,0,0,-276,stub
hoysala_dynasty,Hoysala Empire,gajapati_dynasty,Gajapati Dynasty (Odisha),displacement,2,,0,0,0,1,0,0,-268,stub
goktürk_khaganate,Göktürk Khaganate,khazar_khaganate,Khazar Khaganate,displacement,2,,0,0,0,1,0,0,-94,stub
avar_khaganate,Avar Khaganate,khazar_khaganate,Khazar Khaganate,displacement,2,,0,0,0,1,0,0,-154,stub
north_yuan,North Yuan,crimean_khanate,Crimean Khanate,displacement,2,,0,0,0,1,0,0,-194,stub
north_yuan,North Yuan,kazakh_khanate,Kazakh Khanate,displacement,2,,0,0,0,1,0,0,-170,stub
crimean_khanate,Crimean Khanate,kazakh_khanate,Kazakh Khanate,displacement,2,,0,0,0,1,0,0,-318,stub
crimean_khanate,Crimean Khanate,mongolian_peoples_republic,Mongolian People's Republic,displacement,2,,0,0,0,1,0,0,141,stub
kazakh_khanate,Kazakh Khanate,mongolian_peoples_republic,Mongolian People's Republic,displacement,2,,0,0,0,1,0,0,193,stub
five_dynasties,Five Dynasties (North China),ten_kingdoms,Ten Kingdoms (South China),displacement,2,,0,0,0,1,0,0,-53,stub
five_dynasties,Five Dynasties (North China),southern_song,Southern Song Dynasty,displacement,2,,0,0,0,1,0,0,167,stub
rashidun_caliphate,Rashidun Caliphate,rustamid_dynasty,Rustamid Dynasty,displacement,2,,0,0,0,1,0,0,115,stub
rashidun_caliphate,Rashidun Caliphate,idrisid_dynasty,Idrisid Dynasty,displacement,2,,0,0,0,1,0,0,127,stub
rashidun_caliphate,Rashidun Caliphate,aghlabid_dynasty,Aghlabid Dynasty,displacement,2,,0,0,0,1,0,0,139,stub
al_andalus,Al-Andalus,abbasid_caliphate,Abbasid Caliphate,displacement,2,,0,0,0,1,0,0,-742,stub
al_andalus,Al-Andalus,rustamid_dynasty,Rustamid Dynasty,displacement,2,,0,0,0,1,0,0,-716,stub
al_andalus,Al-Andalus,idrisid_dynasty,Idrisid Dynasty,displacement,2,,0,0,0,1,0,0,-704,stub
al_andalus,Al-Andalus,aghlabid_dynasty,Aghlabid Dynasty,displacement,2,,0,0,0,1,0,0,-692,stub
al_andalus,Al-Andalus,tulunid_dynasty,Tulunid Dynasty,displacement,2,,0,0,0,1,0,0,-624,stub
al_andalus,Al-Andalus,fatimid_caliphate,Fatimid Caliphate,displacement,2,,0,0,0,1,0,0,-583,stub
al_andalus,Al-Andalus,ikhshidid_dynasty,Ikhshidid Dynasty,displacement,2,,0,0,0,1,0,0,-557,stub
al_andalus,Al-Andalus,zirid_dynasty,Zirid Dynasty,displacement,2,,0,0,0,1,0,0,-520,stub
